race_id,timestamp,speed_px_s
1,1776629042.506,4.02
1,1776629042.706,3.82
1,1776629042.906,3.952
1,1776629043.106,3.707
1,1776629043.306,3.519
1,1776629043.506,3.82
1,1776629043.706,3.415
1,1776629043.906,3.406
1,1776629044.106,3.621
1,1776629044.306,3.175
1,1776629044.506,3.235
1,1776629044.706,3.115
1,1776629044.906,2.725
1,1776629045.106,3.172
1,1776629045.306,3.356
1,1776629045.506,3.179
1,1776629045.706,3.34
1,1776629045.906,2.881
1,1776629046.106,3.257
1,1776629046.306,2.881
1,1776629046.506,3.222
1,1776629046.706,2.686
1,1776629046.906,2.864
1,1776629047.106,2.594
1,1776629047.306,3.02
1,1776629047.506,4.048
1,1776629047.706,2.815
1,1776629047.906,2.495
1,1776629048.106,2.934
1,1776629048.306,4.832
1,1776629048.506,2.491
1,1776629048.706,2.61
1,1776629048.906,2.972
1,1776629049.106,3.223
1,1776629049.306,2.828
1,1776629049.506,3.274
1,1776629049.706,4.392
1,1776629049.906,3.142
1,1776629050.106,3.148
2,1776629085.48,4.553
2,1776629085.68,4.71
2,1776629085.88,4.97
2,1776629086.08,4.937
2,1776629086.28,4.406
2,1776629086.48,5.091
2,1776629086.68,5.39
2,1776629086.88,5.607
2,1776629087.08,5.024
2,1776629087.28,5.988
2,1776629087.48,5.7
2,1776629087.68,5.386
2,1776629087.88,5.761
2,1776629088.08,5.253
2,1776629088.28,5.438
2,1776629088.48,6.292
2,1776629088.68,6.075
2,1776629088.88,6.077
2,1776629089.08,5.976
2,1776629089.28,5.823
2,1776629089.48,5.899
2,1776629089.68,5.577
2,1776629089.88,5.678
2,1776629090.08,6.063
2,1776629090.28,5.814
2,1776629090.48,6.416
2,1776629090.68,5.988
2,1776629090.88,7.56
2,1776629091.08,6.33
2,1776629091.28,6.57
2,1776629091.48,5.997
2,1776629091.68,6.207
2,1776629091.88,5.827
2,1776629092.08,5.199
2,1776629092.28,5.915
2,1776629092.48,5.891
2,1776629092.68,5.795
2,1776629092.88,5.601
2,1776629093.08,5.724
2,1776629093.28,6.393
2,1776629093.48,6.044
2,1776629093.68,5.024
2,1776629093.88,5.632
2,1776629094.08,6.052
2,1776629094.28,5.403
2,1776629094.48,5.371
2,1776629094.68,5.29
2,1776629094.88,5.684
2,1776629095.08,5.178
2,1776629095.28,4.973
2,1776629095.48,4.343
2,1776629095.68,4.978
2,1776629095.88,4.598
2,1776629096.08,4.471
2,1776629096.28,4.573
2,1776629096.48,4.454
2,1776629096.68,4.383
2,1776629096.88,4.423
2,1776629097.08,3.968
2,1776629097.28,4.113
2,1776629097.48,4.5
2,1776629097.68,3.989
2,1776629097.88,3.954
2,1776629098.08,4.13
2,1776629098.28,3.618
2,1776629098.48,3.567
2,1776629098.68,3.387
2,1776629098.88,3.305
2,1776629099.08,3.449
2,1776629099.28,4.473
2,1776629099.48,3.923
2,1776629099.68,1.308
2,1776629099.88,1.88
2,1776629100.08,1.245
2,1776629100.28,0.91
2,1776629100.48,1.853
2,1776629100.68,0.339
2,1776629100.88,1.891
2,1776629101.08,1.667
2,1776629101.28,0.739
2,1776629101.48,2.478
2,1776629101.68,3.118
2,1776629101.88,2.327
2,1776629102.08,2.869
2,1776629102.28,3.719
2,1776629102.48,2.08
2,1776629102.68,2.562
2,1776629102.88,2.974
2,1776629103.08,3.362
2,1776629103.28,2.267
2,1776629103.48,3.145
2,1776629103.68,2.864
2,1776629103.88,2.874
2,1776629104.08,3.044
2,1776629104.28,2.65
2,1776629104.48,2.546
2,1776629104.68,3.34
2,1776629104.88,3.601
2,1776629105.08,3.097
2,1776629105.28,3.694
2,1776629105.48,3.715
2,1776629105.68,3.474
2,1776629105.88,3.276
2,1776629106.08,3.366
2,1776629106.28,3.935
2,1776629106.48,3.873
2,1776629106.68,4.25
2,1776629106.88,4.025
2,1776629107.08,3.859
2,1776629107.28,3.825
2,1776629107.48,3.878
2,1776629107.68,4.6
2,1776629107.88,4.3
2,1776629108.08,3.968
2,1776629108.28,4.855
2,1776629108.48,4.32
2,1776629108.68,5.325
2,1776629108.88,5.354
2,1776629109.08,4.805
2,1776629109.28,4.797
2,1776629109.48,5.623
2,1776629109.68,5.058
2,1776629109.88,5.182
2,1776629110.08,4.767
2,1776629110.28,5.748
2,1776629110.48,5.08
2,1776629110.68,5.926
2,1776629110.88,5.862
2,1776629111.08,5.694
2,1776629111.28,6.247
2,1776629111.48,6.283
2,1776629111.68,5.973
2,1776629111.88,5.914
2,1776629112.08,6.204
2,1776629112.28,6.275
2,1776629112.48,5.749
2,1776629112.68,6.061
2,1776629112.88,6.481
2,1776629113.08,5.793
2,1776629113.28,6.104
2,1776629113.48,6.437
2,1776629113.68,5.791
2,1776629113.88,5.992
2,1776629114.08,5.497
2,1776629114.28,6.39
2,1776629114.48,5.599
2,1776629114.68,6.931
2,1776629114.88,5.683
2,1776629115.08,5.794
2,1776629115.28,5.809
2,1776629115.48,5.748
2,1776629115.68,2.677
2,1776629115.88,2.495
2,1776629116.08,2.266
2,1776629116.28,3.053
2,1776629116.48,2.824
2,1776629116.68,2.365
2,1776629116.88,1.813
2,1776629117.08,2.283
2,1776629117.28,2.891
2,1776629117.48,4.793
2,1776629117.68,7.56
2,1776629117.88,4.898
2,1776629118.08,4.501
2,1776629118.28,3.941
2,1776629118.48,5.082
2,1776629118.68,4.326
2,1776629118.88,4.586
2,1776629119.08,4.082
2,1776629119.28,3.953
2,1776629119.48,3.993
2,1776629119.68,4.495
2,1776629119.88,4.099
2,1776629120.08,4.553
2,1776629120.28,3.898
2,1776629120.48,3.553
2,1776629120.68,4.154
2,1776629120.88,3.596
2,1776629121.08,3.224
2,1776629121.28,3.155
2,1776629121.48,3.702
2,1776629121.68,4.12
2,1776629121.88,2.959
2,1776629122.08,3.198
2,1776629122.28,3.106
2,1776629122.48,4.672
2,1776629122.68,3.305
2,1776629122.88,3.221
2,1776629123.08,3.198
2,1776629123.28,2.747
2,1776629123.48,3.07
2,1776629123.68,3.018
2,1776629123.88,3.145
2,1776629124.08,3.23
2,1776629124.28,2.838
2,1776629124.48,2.871
2,1776629124.68,3.112
2,1776629124.88,2.625
2,1776629125.08,2.444
2,1776629125.28,2.697
2,1776629125.48,2.886
2,1776629125.68,2.99
2,1776629125.88,2.906
2,1776629126.08,2.799
2,1776629126.28,2.914
2,1776629126.48,2.464
2,1776629126.68,3.348
2,1776629126.88,3.242
2,1776629127.08,3.08
2,1776629127.28,3.13
2,1776629127.48,3.015
2,1776629127.68,3.011
2,1776629127.88,3.496
2,1776629128.08,3.139
2,1776629128.28,3.324
2,1776629128.48,3.181
2,1776629128.68,3.57
2,1776629128.88,3.388
2,1776629129.08,3.902
2,1776629129.28,3.641
2,1776629129.48,4.147
2,1776629129.68,4.113
2,1776629129.88,4.251
2,1776629130.08,4.108
2,1776629130.28,4.169
2,1776629130.48,4.575
2,1776629130.68,3.893
2,1776629130.88,4.469
2,1776629131.08,4.506
2,1776629131.28,4.908
2,1776629131.48,4.823
2,1776629131.68,2.014
2,1776629131.88,2.255
2,1776629132.08,1.604
2,1776629132.28,1.028
2,1776629132.48,2.284
2,1776629132.68,1.896
2,1776629132.88,0.906
2,1776629133.08,1.518
2,1776629133.28,2.504
2,1776629133.48,4.898
2,1776629133.68,5.563
2,1776629133.88,5.993
2,1776629134.08,5.967
2,1776629134.28,5.379
2,1776629134.48,6.053
2,1776629134.68,5.953
2,1776629134.88,5.476
2,1776629135.08,5.663
2,1776629135.28,5.64
2,1776629135.48,5.472
2,1776629135.68,5.84
2,1776629135.88,6.069
2,1776629136.08,5.336
2,1776629136.28,5.907
2,1776629136.48,6.034
2,1776629136.68,5.95
2,1776629136.88,6.084
2,1776629137.08,5.479
2,1776629137.28,6.217
2,1776629137.48,6.49
2,1776629137.68,6.052
2,1776629137.88,5.723
2,1776629138.08,6.051
2,1776629138.28,4.947
2,1776629138.48,5.015
2,1776629138.68,7.56
2,1776629138.88,6.303
2,1776629139.08,5.907
2,1776629139.28,5.223
2,1776629139.48,5.021
2,1776629139.68,5.435
2,1776629139.88,5.143
2,1776629140.08,4.869
2,1776629140.28,5.547
2,1776629140.48,5.373
2,1776629140.68,5.023
2,1776629140.88,5.001
2,1776629141.08,4.882
2,1776629141.28,4.844
2,1776629141.48,4.535
2,1776629141.68,4.916
2,1776629141.88,4.387
2,1776629142.08,4.432
2,1776629142.28,4.76
2,1776629142.48,4.444
2,1776629142.68,4.341
2,1776629142.88,3.971
2,1776629143.08,3.648
2,1776629143.28,3.418
2,1776629143.48,3.28
2,1776629143.68,3.857
2,1776629143.88,3.653
2,1776629144.08,2.837
2,1776629144.28,3.211
2,1776629144.48,3.967
2,1776629144.68,3.857
2,1776629144.88,3.176
2,1776629145.08,2.85
2,1776629145.28,3.189
2,1776629145.48,3.146
2,1776629145.68,2.993
2,1776629145.88,3.17
2,1776629146.08,3.1
2,1776629146.28,3.452
2,1776629146.48,1.986
2,1776629146.68,3.114
2,1776629146.88,3.537
2,1776629147.08,2.939
2,1776629147.28,2.742
2,1776629147.48,2.416
2,1776629147.68,1.925
2,1776629147.88,0.979
2,1776629148.08,0.935
2,1776629148.28,0.776
2,1776629148.48,0.484
2,1776629148.68,0.646
2,1776629148.88,2.056
2,1776629149.08,1.347
2,1776629149.28,1.56
2,1776629149.48,2.822
2,1776629149.68,3.605
2,1776629149.88,2.903
2,1776629150.08,2.988
2,1776629150.28,3.008
2,1776629150.48,3.481
2,1776629150.68,4.024
2,1776629150.88,3.654
2,1776629151.08,3.697
2,1776629151.28,3.67
2,1776629151.48,3.644
2,1776629151.68,3.912
2,1776629151.88,3.108
2,1776629152.08,3.92
2,1776629152.28,3.479
2,1776629152.48,4.009
2,1776629152.68,4.749
2,1776629152.88,3.95
2,1776629153.08,3.933
2,1776629153.28,4.289
2,1776629153.48,4.354
2,1776629153.68,4.917
2,1776629153.88,4.341
2,1776629154.08,4.368
2,1776629154.28,4.28
2,1776629154.48,4.034
2,1776629154.68,5.331
2,1776629154.88,5.438
2,1776629155.08,5.449
2,1776629155.28,5.203
2,1776629155.48,4.84
2,1776629155.68,5.59
2,1776629155.88,4.835
2,1776629156.08,5.804
2,1776629156.28,5.117
2,1776629156.48,5.467
2,1776629156.68,5.925
2,1776629156.88,5.88
2,1776629157.08,5.657
2,1776629157.28,6.495
2,1776629157.48,5.727
2,1776629157.68,6.145
2,1776629157.88,5.642
2,1776629158.08,6.283
2,1776629158.28,6.447
2,1776629158.48,5.237
2,1776629158.68,5.683
2,1776629158.88,6.031
2,1776629159.08,6.513
2,1776629159.28,5.649
2,1776629159.48,6.629
2,1776629159.68,6.098
2,1776629159.88,6.154
2,1776629160.08,5.419
2,1776629160.28,5.497
2,1776629160.48,5.92
2,1776629160.68,5.964
2,1776629160.88,6.073
2,1776629161.08,5.646
3,1776629196.449,4.361
3,1776629196.649,4.647
3,1776629196.849,4.945
3,1776629197.049,4.527
3,1776629197.249,4.873
3,1776629197.449,4.763
3,1776629197.649,5.603
3,1776629197.849,5.103
3,1776629198.049,5.222
3,1776629198.249,5.673
3,1776629198.449,5.481
3,1776629198.649,5.142
3,1776629198.849,5.45
3,1776629199.049,5.357
3,1776629199.249,6.394
3,1776629199.449,4.981
3,1776629199.649,5.667
3,1776629199.849,5.845
3,1776629200.049,6.09
3,1776629200.249,5.777
3,1776629200.449,5.532
3,1776629200.649,6.074
3,1776629200.849,5.571
3,1776629201.049,6.151
3,1776629201.249,5.265
3,1776629201.449,5.75
3,1776629201.649,5.999
3,1776629201.849,5.804
3,1776629202.049,6.12
3,1776629202.249,6.496
3,1776629202.449,6.217
3,1776629202.649,5.875
3,1776629202.849,6.128
3,1776629203.049,6.313
3,1776629203.249,6.081
3,1776629203.449,5.873
3,1776629203.649,5.959
3,1776629203.849,6.317
3,1776629204.049,6.421
3,1776629204.249,5.769
3,1776629204.449,5.864
3,1776629204.649,5.237
3,1776629204.849,5.428
3,1776629205.049,6.114
3,1776629205.249,5.552
3,1776629205.449,5.131
3,1776629205.649,5.241
3,1776629205.849,5.557
3,1776629206.049,4.939
3,1776629206.249,4.977
3,1776629206.449,4.961
3,1776629206.649,4.666
3,1776629206.849,4.953
3,1776629207.049,4.875
3,1776629207.249,4.459
3,1776629207.449,4.834
3,1776629207.649,5.003
3,1776629207.849,4.809
3,1776629208.049,4.268
3,1776629208.249,4.897
3,1776629208.449,5.292
3,1776629208.649,4.0
3,1776629208.849,3.806
3,1776629209.049,3.913
3,1776629209.249,3.769
3,1776629209.449,3.258
3,1776629209.649,3.872
3,1776629209.849,3.23
3,1776629210.049,3.35
3,1776629210.249,3.346
3,1776629210.449,2.88
3,1776629210.649,1.856
3,1776629210.849,0.805
3,1776629211.049,1.935
3,1776629211.249,1.007
3,1776629211.449,0.565
3,1776629211.649,1.274
3,1776629211.849,1.096
3,1776629212.049,1.346
3,1776629212.249,1.802
3,1776629212.449,2.149
3,1776629212.649,3.058
3,1776629212.849,2.969
3,1776629213.049,2.307
3,1776629213.249,2.009
3,1776629213.449,3.246
3,1776629213.649,3.133
3,1776629213.849,2.901
3,1776629214.049,3.224
3,1776629214.249,3.03
3,1776629214.449,2.457
3,1776629214.649,3.121
3,1776629214.849,2.801
3,1776629215.049,2.981
3,1776629215.249,2.901
3,1776629215.449,2.687
3,1776629215.649,2.629
3,1776629215.849,3.55
3,1776629216.049,2.885
3,1776629216.249,2.986
3,1776629216.449,3.323
3,1776629216.649,3.434
3,1776629216.849,3.347
3,1776629217.049,3.225
3,1776629217.249,3.76
3,1776629217.449,3.537
3,1776629217.649,4.203
3,1776629217.849,3.391
3,1776629218.049,4.33
3,1776629218.249,4.169
3,1776629218.449,4.405
3,1776629218.649,4.166
3,1776629218.849,4.377
3,1776629219.049,4.873
3,1776629219.249,4.402
3,1776629219.449,4.386
3,1776629219.649,4.791
3,1776629219.849,5.124
3,1776629220.049,4.971
3,1776629220.249,4.461
3,1776629220.449,5.249
3,1776629220.649,5.168
3,1776629220.849,4.969
3,1776629221.049,5.002
3,1776629221.249,5.492
3,1776629221.449,5.469
3,1776629221.649,5.793
3,1776629221.849,5.28
3,1776629222.049,5.437
3,1776629222.249,5.657
3,1776629222.449,5.937
3,1776629222.649,5.958
3,1776629222.849,5.77
3,1776629223.049,5.73
3,1776629223.249,4.91
3,1776629223.449,6.127
3,1776629223.649,6.109
3,1776629223.849,5.195
3,1776629224.049,5.681
3,1776629224.249,5.433
3,1776629224.449,6.04
3,1776629224.649,6.359
3,1776629224.849,5.78
3,1776629225.049,6.309
3,1776629225.249,6.272
3,1776629225.449,5.801
3,1776629225.649,6.002
3,1776629225.849,5.712
3,1776629226.049,5.535
3,1776629226.249,6.027
3,1776629226.449,5.382
3,1776629226.649,2.884
3,1776629226.849,2.574
3,1776629227.049,1.685
3,1776629227.249,1.795
3,1776629227.449,1.72
3,1776629227.649,2.386
3,1776629227.849,2.327
3,1776629228.049,1.575
3,1776629228.249,2.522
3,1776629228.449,5.194
3,1776629228.649,4.781
3,1776629228.849,4.919
3,1776629229.049,5.191
3,1776629229.249,4.589
3,1776629229.449,5.068
3,1776629229.649,4.751
3,1776629229.849,4.188
3,1776629230.049,4.575
3,1776629230.249,4.156
3,1776629230.449,4.467
3,1776629230.649,4.131
3,1776629230.849,4.125
3,1776629231.049,3.848
3,1776629231.249,3.414
3,1776629231.449,3.419
3,1776629231.649,3.193
3,1776629231.849,3.807
3,1776629232.049,3.498
3,1776629232.249,3.212
3,1776629232.449,3.112
3,1776629232.649,3.43
3,1776629232.849,3.844
3,1776629233.049,3.648
3,1776629233.249,3.121
3,1776629233.449,3.002
3,1776629233.649,2.65
3,1776629233.849,3.241
3,1776629234.049,2.5
3,1776629234.249,2.64
3,1776629234.449,3.414
3,1776629234.649,3.402
3,1776629234.849,3.13
3,1776629235.049,2.473
3,1776629235.249,2.899
3,1776629235.449,2.232
3,1776629235.649,2.485
3,1776629235.849,3.435
3,1776629236.049,3.534
3,1776629236.249,2.892
3,1776629236.449,2.87
3,1776629236.649,3.339
3,1776629236.849,2.817
3,1776629237.049,3.147
3,1776629237.249,2.911
3,1776629237.449,2.609
3,1776629237.649,3.268
3,1776629237.849,3.26
3,1776629238.049,2.833
3,1776629238.249,3.136
3,1776629238.449,2.687
3,1776629238.649,3.027
3,1776629238.849,2.832
3,1776629239.049,3.475
3,1776629239.249,3.075
3,1776629239.449,3.421
3,1776629239.649,4.081
3,1776629239.849,3.65
3,1776629240.049,3.587
3,1776629240.249,4.153
3,1776629240.449,3.784
3,1776629240.649,4.246
3,1776629240.849,4.337
3,1776629241.049,3.929
3,1776629241.249,4.019
3,1776629241.449,4.668
3,1776629241.649,4.346
3,1776629241.849,5.117
3,1776629242.049,4.493
3,1776629242.249,5.075
3,1776629242.449,5.838
3,1776629242.649,2.065
3,1776629242.849,1.906
3,1776629243.049,1.784
3,1776629243.249,1.792
3,1776629243.449,2.813
3,1776629243.649,1.815
3,1776629243.849,2.48
3,1776629244.049,1.695
3,1776629244.249,2.878
3,1776629244.449,7.56
3,1776629244.649,5.556
3,1776629244.849,6.317
3,1776629245.049,5.898
3,1776629245.249,5.516
3,1776629245.449,5.729
3,1776629245.649,6.024
3,1776629245.849,6.072
3,1776629246.049,6.594
3,1776629246.249,5.36
3,1776629246.449,6.148
3,1776629246.649,6.639
3,1776629246.849,5.967
3,1776629247.049,5.8
3,1776629247.249,5.814
3,1776629247.449,5.946
