race_id,timestamp,direction
1,1776628984.694,right
1,1776628984.739,right
1,1776628984.775,right
1,1776628984.795,right
1,1776628984.821,right
1,1776628984.843,right
1,1776628984.885,right
1,1776628984.92,right
1,1776628984.958,right
1,1776628985.002,right
1,1776628985.027,right
1,1776628985.06,right
1,1776628985.087,right
1,1776628985.111,right
1,1776628985.144,right
1,1776628985.175,right
1,1776628986.41,left
1,1776628986.435,left
1,1776628986.46,left
1,1776628986.495,left
1,1776628986.521,left
1,1776628986.542,left
1,1776628986.563,left
1,1776628986.606,left
1,1776628986.634,left
1,1776628986.654,left
1,1776628986.686,left
1,1776628986.722,left
1,1776628986.753,left
1,1776628986.78,left
1,1776628986.816,left
1,1776628986.837,left
1,1776628986.878,left
1,1776628986.919,left
1,1776628988.54,right
1,1776628988.583,right
1,1776628988.628,right
1,1776628988.668,right
1,1776628988.711,right
1,1776628988.733,right
1,1776628988.761,right
1,1776628988.784,right
1,1776628988.811,right
1,1776628988.849,right
1,1776628988.876,right
1,1776628988.915,right
1,1776628988.935,right
1,1776628988.967,right
1,1776628988.986,right
1,1776628989.018,right
1,1776628989.036,right
1,1776628989.064,right
1,1776628989.095,right
1,1776628989.122,right
1,1776628989.154,right
1,1776628989.188,right
1,1776628989.757,right
1,1776628989.798,right
1,1776628989.822,right
1,1776628989.857,right
1,1776628989.885,right
1,1776628989.914,right
1,1776628989.956,right
1,1776628989.988,right
1,1776628991.08,left
1,1776628991.111,left
1,1776628991.14,left
1,1776628991.18,left
1,1776628991.224,left
1,1776628991.267,left
1,1776628991.29,left
1,1776628991.312,left
1,1776628991.335,left
1,1776628991.361,left
1,1776628991.38,left
1,1776628991.407,left
1,1776628991.45,left
1,1776628991.479,left
1,1776628991.524,left
1,1776628991.562,left
1,1776628991.601,left
1,1776628991.637,left
1,1776628991.668,left
1,1776628992.555,right
1,1776628992.593,right
1,1776628992.615,right
1,1776628992.66,right
1,1776628992.703,right
1,1776628992.731,right
1,1776628992.75,right
1,1776628992.789,right
1,1776628992.814,right
1,1776628992.841,right
1,1776628993.734,left
1,1776628993.76,left
1,1776628993.8,left
1,1776628993.838,left
1,1776628993.857,left
1,1776628993.892,left
1,1776628993.92,left
1,1776628993.952,left
1,1776628993.983,left
1,1776628995.346,right
1,1776628995.366,right
1,1776628995.406,right
1,1776628995.449,right
1,1776628995.468,right
1,1776628995.492,right
1,1776628995.532,right
1,1776628995.556,right
1,1776628995.588,right
1,1776628995.615,right
1,1776628995.641,right
1,1776628995.662,right
1,1776628995.681,right
1,1776628995.707,right
1,1776628995.748,right
1,1776628995.778,right
1,1776628995.819,right
1,1776628996.904,right
1,1776628996.926,right
1,1776628996.944,right
1,1776628996.977,right
1,1776628996.997,right
1,1776628997.029,right
1,1776628997.063,right
1,1776628997.099,right
1,1776628997.14,right
1,1776628997.183,right
1,1776628997.215,right
1,1776628997.247,right
1,1776628997.271,right
1,1776628997.311,right
1,1776628997.348,right
1,1776628997.389,right
1,1776628997.425,right
1,1776628997.454,right
1,1776628998.572,left
1,1776628998.615,left
1,1776628998.637,left
1,1776628998.669,left
1,1776628998.711,left
1,1776628998.743,left
1,1776628998.764,left
1,1776628998.797,left
1,1776628998.827,left
1,1776628998.854,left
1,1776628998.884,left
1,1776628998.913,left
1,1776628998.937,left
1,1776628998.97,left
1,1776629000.57,left
1,1776629000.589,left
1,1776629000.633,left
1,1776629000.67,left
1,1776629000.707,left
1,1776629000.738,left
1,1776629000.781,left
1,1776629000.811,left
1,1776629000.848,left
1,1776629000.882,left
1,1776629000.909,left
1,1776629000.947,left
1,1776629002.272,left
1,1776629002.303,left
1,1776629002.334,left
1,1776629002.366,left
1,1776629002.408,left
1,1776629002.44,left
1,1776629002.472,left
1,1776629002.494,left
1,1776629002.521,left
1,1776629002.557,left
1,1776629002.581,left
1,1776629002.624,left
1,1776629002.66,left
1,1776629002.702,left
1,1776629003.564,right
1,1776629003.601,right
1,1776629003.629,right
1,1776629003.671,right
1,1776629003.71,right
1,1776629003.751,right
1,1776629003.771,right
1,1776629003.803,right
1,1776629003.839,right
1,1776629003.865,right
1,1776629003.909,right
1,1776629003.952,right
1,1776629003.983,right
1,1776629004.018,right
1,1776629004.056,right
1,1776629004.096,right
1,1776629004.131,right
1,1776629004.665,left
1,1776629004.685,left
1,1776629004.721,left
1,1776629004.76,left
1,1776629004.794,left
1,1776629004.838,left
1,1776629004.876,left
1,1776629004.912,left
1,1776629004.953,left
1,1776629004.98,left
1,1776629005.782,left
1,1776629005.813,left
1,1776629005.839,left
1,1776629005.882,left
1,1776629005.907,left
1,1776629005.925,left
1,1776629005.943,left
1,1776629005.97,left
1,1776629005.996,left
1,1776629006.025,left
1,1776629006.057,left
1,1776629006.1,left
1,1776629006.123,left
1,1776629006.148,left
1,1776629006.186,left
1,1776629006.223,left
1,1776629006.256,left
1,1776629006.282,left
1,1776629006.305,left
1,1776629007.636,right
1,1776629007.665,right
1,1776629007.696,right
1,1776629007.719,right
1,1776629007.752,right
1,1776629007.791,right
1,1776629007.835,right
1,1776629007.856,right
1,1776629007.888,right
1,1776629007.926,right
1,1776629007.952,right
1,1776629007.987,right
1,1776629008.016,right
1,1776629008.048,right
1,1776629008.07,right
1,1776629008.104,right
1,1776629008.134,right
1,1776629009.526,left
1,1776629009.553,left
1,1776629009.573,left
1,1776629009.615,left
1,1776629009.642,left
1,1776629009.673,left
1,1776629009.694,left
1,1776629009.715,left
1,1776629009.758,left
1,1776629009.78,left
1,1776629010.264,left
1,1776629010.294,left
1,1776629010.325,left
1,1776629010.348,left
1,1776629010.392,left
1,1776629010.431,left
1,1776629010.462,left
1,1776629010.484,left
1,1776629011.071,left
1,1776629011.104,left
1,1776629011.133,left
1,1776629011.166,left
1,1776629011.208,left
1,1776629011.236,left
1,1776629011.272,left
1,1776629011.305,left
1,1776629011.328,left
1,1776629011.346,left
1,1776629011.369,left
1,1776629011.402,left
1,1776629011.436,left
1,1776629011.454,left
1,1776629011.482,left
1,1776629011.526,left
1,1776629011.996,left
1,1776629012.022,left
1,1776629012.047,left
1,1776629012.066,left
1,1776629012.106,left
1,1776629012.143,left
1,1776629012.165,left
1,1776629012.198,left
1,1776629012.234,left
1,1776629012.258,left
1,1776629012.29,left
1,1776629012.326,left
1,1776629012.358,left
1,1776629012.386,left
1,1776629012.43,left
1,1776629012.465,left
1,1776629013.62,right
1,1776629013.661,right
1,1776629013.693,right
1,1776629013.736,right
1,1776629013.778,right
1,1776629013.797,right
1,1776629013.816,right
1,1776629013.836,right
1,1776629013.878,right
1,1776629013.916,right
1,1776629013.936,right
1,1776629013.964,right
1,1776629013.993,right
1,1776629014.014,right
1,1776629014.048,right
1,1776629014.077,right
1,1776629014.097,right
1,1776629014.121,right
1,1776629014.16,right
1,1776629014.2,right
1,1776629014.229,right
1,1776629014.249,right
1,1776629015.062,left
1,1776629015.097,left
1,1776629015.122,left
1,1776629015.143,left
1,1776629015.178,left
1,1776629015.219,left
1,1776629015.257,left
1,1776629015.295,left
1,1776629015.323,left
1,1776629015.343,left
1,1776629015.383,left
1,1776629015.427,left
1,1776629015.466,left
1,1776629015.487,left
1,1776629015.531,left
1,1776629015.573,left
1,1776629015.606,left
1,1776629015.63,left
1,1776629015.664,left
1,1776629015.684,left
1,1776629015.727,left
1,1776629015.752,left
1,1776629016.845,left
1,1776629016.885,left
1,1776629016.919,left
1,1776629016.961,left
1,1776629016.997,left
1,1776629017.032,left
1,1776629017.063,left
1,1776629017.092,left
1,1776629017.122,left
1,1776629017.147,left
1,1776629017.177,left
1,1776629017.205,left
1,1776629017.235,left
1,1776629017.28,left
1,1776629017.306,left
1,1776629017.344,left
1,1776629017.364,left
1,1776629017.405,left
1,1776629017.427,left
1,1776629017.455,left
1,1776629018.241,left
1,1776629018.279,left
1,1776629018.298,left
1,1776629018.34,left
1,1776629018.368,left
1,1776629018.4,left
1,1776629018.426,left
1,1776629018.457,left
1,1776629018.477,left
1,1776629018.521,left
1,1776629018.559,left
1,1776629018.6,left
1,1776629018.632,left
1,1776629018.655,left
1,1776629018.69,left
1,1776629019.988,right
1,1776629020.007,right
1,1776629020.033,right
1,1776629020.057,right
1,1776629020.088,right
1,1776629020.114,right
1,1776629020.133,right
1,1776629020.177,right
1,1776629020.198,right
1,1776629020.237,right
1,1776629020.266,right
1,1776629020.298,right
1,1776629020.328,right
1,1776629020.347,right
1,1776629020.368,right
1,1776629020.387,right
1,1776629020.427,right
1,1776629020.461,right
1,1776629020.493,right
1,1776629020.52,right
1,1776629020.563,right
1,1776629021.576,right
1,1776629021.602,right
1,1776629021.628,right
1,1776629021.668,right
1,1776629021.689,right
1,1776629021.717,right
1,1776629021.753,right
1,1776629021.789,right
1,1776629021.812,right
1,1776629021.853,right
1,1776629021.882,right
1,1776629023.043,right
1,1776629023.082,right
1,1776629023.122,right
1,1776629023.153,right
1,1776629023.184,right
1,1776629023.212,right
1,1776629023.24,right
1,1776629023.276,right
1,1776629023.314,right
1,1776629023.353,right
1,1776629023.39,right
1,1776629023.422,right
1,1776629023.458,right
1,1776629023.477,right
1,1776629023.518,right
1,1776629023.538,right
1,1776629024.788,left
1,1776629024.817,left
1,1776629024.838,left
1,1776629024.872,left
1,1776629024.905,left
1,1776629024.925,left
1,1776629024.965,left
1,1776629025.006,left
1,1776629026.241,left
1,1776629026.263,left
1,1776629026.298,left
1,1776629026.34,left
1,1776629026.367,left
1,1776629026.392,left
1,1776629026.436,left
1,1776629026.466,left
1,1776629026.497,left
1,1776629028.019,left
1,1776629028.053,left
1,1776629028.078,left
1,1776629028.102,left
1,1776629028.127,left
1,1776629028.162,left
1,1776629028.183,left
1,1776629028.21,left
1,1776629028.252,left
1,1776629028.277,left
1,1776629028.315,left
1,1776629028.343,left
1,1776629028.374,left
1,1776629028.408,left
1,1776629028.452,left
1,1776629028.472,left
1,1776629029.578,left
1,1776629029.6,left
1,1776629029.631,left
1,1776629029.656,left
1,1776629029.682,left
1,1776629029.724,left
1,1776629029.75,left
1,1776629029.791,left
1,1776629029.813,left
1,1776629029.856,left
1,1776629029.879,left
1,1776629029.922,left
1,1776629029.956,left
1,1776629029.984,left
1,1776629030.008,left
1,1776629030.041,left
1,1776629030.082,left
1,1776629030.118,left
1,1776629030.154,left
1,1776629030.193,left
1,1776629030.214,left
1,1776629031.825,right
1,1776629031.857,right
1,1776629031.88,right
1,1776629031.922,right
1,1776629031.948,right
1,1776629031.978,right
1,1776629032.01,right
1,1776629032.046,right
1,1776629033.615,right
1,1776629033.646,right
1,1776629033.685,right
1,1776629033.717,right
1,1776629033.762,right
1,1776629033.802,right
1,1776629033.82,right
1,1776629033.86,right
1,1776629034.488,left
1,1776629034.517,left
1,1776629034.539,left
1,1776629034.559,left
1,1776629034.6,left
1,1776629034.64,left
1,1776629034.667,left
1,1776629034.695,left
1,1776629034.714,left
1,1776629034.747,left
1,1776629034.775,left
1,1776629034.817,left
1,1776629034.838,left
1,1776629034.876,left
1,1776629034.905,left
1,1776629034.93,left
1,1776629034.96,left
1,1776629034.995,left
1,1776629035.993,left
1,1776629036.035,left
1,1776629036.068,left
1,1776629036.098,left
1,1776629036.126,left
1,1776629036.156,left
1,1776629036.196,left
1,1776629036.216,left
1,1776629036.254,left
1,1776629037.284,right
1,1776629037.307,right
1,1776629037.351,right
1,1776629037.372,right
1,1776629037.405,right
1,1776629037.432,right
1,1776629037.453,right
1,1776629037.477,right
1,1776629037.508,right
1,1776629037.545,right
1,1776629037.569,right
1,1776629037.596,right
1,1776629037.627,right
1,1776629037.655,right
1,1776629037.693,right
1,1776629037.723,right
1,1776629037.764,right
1,1776629037.798,right
1,1776629038.703,left
1,1776629038.746,left
1,1776629038.788,left
1,1776629038.814,left
1,1776629038.841,left
1,1776629038.868,left
1,1776629038.903,left
1,1776629038.943,left
1,1776629038.977,left
1,1776629039.72,right
1,1776629039.763,right
1,1776629039.792,right
1,1776629039.826,right
1,1776629039.854,right
1,1776629039.888,right
1,1776629039.907,right
1,1776629039.943,right
1,1776629039.985,right
1,1776629040.014,right
1,1776629040.033,right
1,1776629040.058,right
1,1776629040.101,right
1,1776629040.126,right
1,1776629040.145,right
1,1776629040.176,right
1,1776629041.608,right
1,1776629041.637,right
1,1776629041.669,right
1,1776629041.703,right
1,1776629041.746,right
1,1776629041.783,right
1,1776629041.809,right
1,1776629041.833,right
1,1776629041.857,right
1,1776629041.898,right
1,1776629041.918,right
1,1776629041.939,right
1,1776629041.973,right
1,1776629041.993,right
1,1776629042.035,right
1,1776629042.055,right
1,1776629042.078,right
1,1776629042.107,right
1,1776629042.149,right
1,1776629043.33,left
1,1776629043.355,left
1,1776629043.383,left
1,1776629043.423,left
1,1776629043.459,left
1,1776629043.497,left
1,1776629043.516,left
1,1776629043.538,left
1,1776629043.574,left
1,1776629043.599,left
1,1776629043.638,left
1,1776629043.668,left
1,1776629043.695,left
1,1776629043.734,left
1,1776629043.757,left
1,1776629043.783,left
1,1776629043.819,left
1,1776629043.854,left
1,1776629043.88,left
1,1776629043.899,left
1,1776629043.942,left
1,1776629043.973,left
1,1776629044.643,left
1,1776629044.687,left
1,1776629044.715,left
1,1776629044.752,left
1,1776629044.771,left
1,1776629044.805,left
1,1776629044.827,left
1,1776629044.863,left
1,1776629044.906,left
1,1776629044.949,left
1,1776629044.974,left
1,1776629045.017,left
1,1776629045.04,left
1,1776629045.792,right
1,1776629045.817,right
1,1776629045.856,right
1,1776629045.882,right
1,1776629045.905,right
1,1776629045.937,right
1,1776629045.976,right
1,1776629046.007,right
1,1776629046.034,right
1,1776629046.071,right
1,1776629046.108,right
1,1776629046.146,right
1,1776629046.179,right
1,1776629046.219,right
1,1776629046.26,right
1,1776629046.289,right
1,1776629046.981,left
1,1776629047.008,left
1,1776629047.048,left
1,1776629047.09,left
1,1776629047.13,left
1,1776629047.173,left
1,1776629047.193,left
1,1776629047.228,left
1,1776629047.263,left
1,1776629047.304,left
1,1776629047.347,left
1,1776629047.379,left
1,1776629047.416,left
1,1776629047.449,left
1,1776629047.474,left
1,1776629047.497,left
1,1776629047.541,left
1,1776629047.561,left
1,1776629047.585,left
1,1776629047.62,left
1,1776629048.736,left
1,1776629048.776,left
1,1776629048.819,left
1,1776629048.847,left
1,1776629048.869,left
1,1776629048.891,left
1,1776629048.922,left
1,1776629048.963,left
1,1776629048.99,left
1,1776629049.018,left
1,1776629049.055,left
1,1776629049.095,left
1,1776629049.125,left
1,1776629049.156,left
1,1776629049.177,left
1,1776629049.217,left
1,1776629049.246,left
1,1776629049.269,left
1,1776629049.301,left
1,1776629049.33,left
2,1776629086.762,left
2,1776629086.785,left
2,1776629086.812,left
2,1776629086.833,left
2,1776629086.857,left
2,1776629086.888,left
2,1776629086.913,left
2,1776629086.951,left
2,1776629086.971,left
2,1776629087.0,left
2,1776629087.019,left
2,1776629087.054,left
2,1776629087.097,left
2,1776629087.131,left
2,1776629088.319,left
2,1776629088.342,left
2,1776629088.379,left
2,1776629088.399,left
2,1776629088.443,left
2,1776629088.482,left
2,1776629088.518,left
2,1776629088.542,left
2,1776629088.579,left
2,1776629088.623,left
2,1776629088.643,left
2,1776629088.664,left
2,1776629088.709,left
2,1776629088.729,left
2,1776629088.774,left
2,1776629088.802,left
2,1776629088.834,left
2,1776629088.856,left
2,1776629088.878,left
2,1776629088.914,left
2,1776629088.954,left
2,1776629088.987,left
2,1776629089.513,left
2,1776629089.549,left
2,1776629089.586,left
2,1776629089.609,left
2,1776629089.645,left
2,1776629089.663,left
2,1776629089.702,left
2,1776629089.739,left
2,1776629089.762,left
2,1776629089.796,left
2,1776629089.824,left
2,1776629089.843,left
2,1776629089.879,left
2,1776629089.919,left
2,1776629089.951,left
2,1776629089.996,left
2,1776629090.02,left
2,1776629090.049,left
2,1776629090.961,right
2,1776629090.98,right
2,1776629091.022,right
2,1776629091.04,right
2,1776629091.062,right
2,1776629091.082,right
2,1776629091.115,right
2,1776629091.141,right
2,1776629091.167,right
2,1776629091.187,right
2,1776629091.205,right
2,1776629091.247,right
2,1776629091.291,right
2,1776629091.33,right
2,1776629091.349,right
2,1776629091.391,right
2,1776629091.423,right
2,1776629091.446,right
2,1776629091.49,right
2,1776629091.51,right
2,1776629091.53,right
2,1776629091.57,right
2,1776629092.539,left
2,1776629092.565,left
2,1776629092.59,left
2,1776629092.634,left
2,1776629092.669,left
2,1776629092.706,left
2,1776629092.74,left
2,1776629092.777,left
2,1776629092.813,left
2,1776629093.333,left
2,1776629093.358,left
2,1776629093.389,left
2,1776629093.425,left
2,1776629093.446,left
2,1776629093.484,left
2,1776629093.522,left
2,1776629093.543,left
2,1776629093.579,left
2,1776629093.61,left
2,1776629093.636,left
2,1776629093.672,left
2,1776629093.716,left
2,1776629093.739,left
2,1776629095.209,left
2,1776629095.25,left
2,1776629095.281,left
2,1776629095.324,left
2,1776629095.353,left
2,1776629095.397,left
2,1776629095.441,left
2,1776629095.465,left
2,1776629095.489,left
2,1776629095.518,left
2,1776629095.556,left
2,1776629095.578,left
2,1776629095.6,left
2,1776629095.637,left
2,1776629095.655,left
2,1776629095.692,left
2,1776629096.121,left
2,1776629096.159,left
2,1776629096.199,left
2,1776629096.236,left
2,1776629096.275,left
2,1776629096.3,left
2,1776629096.343,left
2,1776629096.388,left
2,1776629096.412,left
2,1776629096.455,left
2,1776629096.496,left
2,1776629096.515,left
2,1776629096.54,left
2,1776629096.571,left
2,1776629096.61,left
2,1776629096.653,left
2,1776629096.692,left
2,1776629096.721,left
2,1776629096.74,left
2,1776629096.771,left
2,1776629096.79,left
2,1776629097.433,left
2,1776629097.46,left
2,1776629097.498,left
2,1776629097.531,left
2,1776629097.554,left
2,1776629097.588,left
2,1776629097.61,left
2,1776629097.64,left
2,1776629097.683,left
2,1776629097.713,left
2,1776629097.747,left
2,1776629097.779,left
2,1776629097.798,left
2,1776629097.833,left
2,1776629097.878,left
2,1776629097.905,left
2,1776629097.926,left
2,1776629097.944,left
2,1776629097.984,left
2,1776629099.286,left
2,1776629099.306,left
2,1776629099.346,left
2,1776629099.387,left
2,1776629099.409,left
2,1776629099.429,left
2,1776629099.458,left
2,1776629099.499,left
2,1776629099.543,left
2,1776629099.579,left
2,1776629099.606,left
2,1776629099.632,left
2,1776629099.664,left
2,1776629099.683,left
2,1776629099.712,left
2,1776629099.746,left
2,1776629099.77,left
2,1776629099.794,left
2,1776629101.08,right
2,1776629101.101,right
2,1776629101.135,right
2,1776629101.155,right
2,1776629101.2,right
2,1776629101.222,right
2,1776629101.255,right
2,1776629101.276,right
2,1776629101.304,right
2,1776629101.343,right
2,1776629101.374,right
2,1776629101.415,right
2,1776629101.435,right
2,1776629102.914,left
2,1776629102.949,left
2,1776629102.986,left
2,1776629103.011,left
2,1776629103.044,left
2,1776629103.069,left
2,1776629103.106,left
2,1776629103.133,left
2,1776629103.166,left
2,1776629103.186,left
2,1776629103.219,left
2,1776629103.257,left
2,1776629103.281,left
2,1776629103.32,left
2,1776629103.345,left
2,1776629103.376,left
2,1776629103.417,left
2,1776629103.455,left
2,1776629103.488,left
2,1776629103.51,left
2,1776629103.537,left
2,1776629103.581,left
2,1776629104.176,left
2,1776629104.221,left
2,1776629104.262,left
2,1776629104.299,left
2,1776629104.335,left
2,1776629104.357,left
2,1776629104.394,left
2,1776629104.429,left
2,1776629104.466,left
2,1776629104.496,left
2,1776629104.53,left
2,1776629104.564,left
2,1776629104.594,left
2,1776629104.612,left
2,1776629104.632,left
2,1776629104.66,left
2,1776629105.699,left
2,1776629105.717,left
2,1776629105.747,left
2,1776629105.778,left
2,1776629105.817,left
2,1776629105.856,left
2,1776629105.889,left
2,1776629105.923,left
2,1776629105.951,left
2,1776629105.984,left
2,1776629106.018,left
2,1776629106.049,left
2,1776629106.082,left
2,1776629106.111,left
2,1776629106.142,left
2,1776629106.183,left
2,1776629106.206,left
2,1776629106.241,left
2,1776629106.269,left
2,1776629106.307,left
2,1776629106.329,left
2,1776629107.818,left
2,1776629107.863,left
2,1776629107.903,left
2,1776629107.938,left
2,1776629107.958,left
2,1776629108.001,left
2,1776629108.022,left
2,1776629108.061,left
2,1776629108.08,left
2,1776629108.121,left
2,1776629108.157,left
2,1776629108.198,left
2,1776629108.231,left
2,1776629108.265,left
2,1776629108.306,left
2,1776629108.334,left
2,1776629108.374,left
2,1776629109.671,left
2,1776629109.707,left
2,1776629109.732,left
2,1776629109.766,left
2,1776629109.785,left
2,1776629109.826,left
2,1776629109.864,left
2,1776629109.9,left
2,1776629109.932,left
2,1776629109.972,left
2,1776629109.998,left
2,1776629110.017,left
2,1776629110.048,left
2,1776629110.07,left
2,1776629110.105,left
2,1776629110.132,left
2,1776629110.173,left
2,1776629111.516,right
2,1776629111.544,right
2,1776629111.576,right
2,1776629111.608,right
2,1776629111.651,right
2,1776629111.678,right
2,1776629111.708,right
2,1776629111.752,right
2,1776629111.775,right
2,1776629112.945,left
2,1776629112.985,left
2,1776629113.009,left
2,1776629113.036,left
2,1776629113.057,left
2,1776629113.076,left
2,1776629113.116,left
2,1776629113.141,left
2,1776629113.169,left
2,1776629113.201,left
2,1776629113.237,left
2,1776629113.272,left
2,1776629113.307,left
2,1776629113.33,left
2,1776629113.36,left
2,1776629113.398,left
2,1776629114.595,right
2,1776629114.637,right
2,1776629114.665,right
2,1776629114.706,right
2,1776629114.736,right
2,1776629114.756,right
2,1776629114.801,right
2,1776629114.836,right
2,1776629114.872,right
2,1776629114.908,right
2,1776629114.94,right
2,1776629114.974,right
2,1776629115.018,right
2,1776629115.058,right
2,1776629115.076,right
2,1776629115.11,right
2,1776629115.143,right
2,1776629115.166,right
2,1776629115.187,right
2,1776629115.697,left
2,1776629115.739,left
2,1776629115.771,left
2,1776629115.803,left
2,1776629115.843,left
2,1776629115.888,left
2,1776629115.924,left
2,1776629115.954,left
2,1776629117.545,right
2,1776629117.577,right
2,1776629117.622,right
2,1776629117.641,right
2,1776629117.683,right
2,1776629117.707,right
2,1776629117.747,right
2,1776629117.776,right
2,1776629118.318,right
2,1776629118.361,right
2,1776629118.391,right
2,1776629118.424,right
2,1776629118.446,right
2,1776629118.477,right
2,1776629118.5,right
2,1776629118.534,right
2,1776629118.565,right
2,1776629118.601,right
2,1776629118.644,right
2,1776629118.688,right
2,1776629119.196,left
2,1776629119.216,left
2,1776629119.253,left
2,1776629119.285,left
2,1776629119.324,left
2,1776629119.35,left
2,1776629119.393,left
2,1776629119.432,left
2,1776629119.468,left
2,1776629119.486,left
2,1776629119.509,left
2,1776629119.546,left
2,1776629119.587,left
2,1776629119.626,left
2,1776629119.659,left
2,1776629120.481,left
2,1776629120.514,left
2,1776629120.545,left
2,1776629120.585,left
2,1776629120.622,left
2,1776629120.664,left
2,1776629120.694,left
2,1776629120.714,left
2,1776629120.755,left
2,1776629120.781,left
2,1776629120.804,left
2,1776629120.841,left
2,1776629120.884,left
2,1776629120.906,left
2,1776629120.934,left
