race_id,timestamp,throttle,brake,nitro
68,1778237317.905,1,0,0
68,1778237318.121,1,0,0
68,1778237318.335,1,0,0
68,1778237318.549,1,0,0
68,1778237318.765,1,0,0
68,1778237318.981,1,0,0
68,1778237319.195,1,0,0
68,1778237319.411,1,0,0
68,1778237319.624,1,0,0
68,1778237319.84,1,0,1
68,1778237320.052,1,0,1
68,1778237320.266,1,0,1
68,1778237320.482,1,0,1
68,1778237320.695,1,0,1
68,1778237320.91,1,0,0
68,1778237321.124,1,0,0
68,1778237321.339,1,0,0
68,1778237321.549,1,0,0
68,1778237321.763,1,0,0
68,1778237321.976,1,0,0
68,1778237322.186,1,0,0
68,1778237322.402,1,0,0
68,1778237322.616,0,0,0
68,1778237322.83,0,0,0
68,1778237323.044,1,0,0
68,1778237323.259,1,0,0
68,1778237323.474,1,0,0
68,1778237323.689,1,0,0
68,1778237323.902,1,0,0
68,1778237324.118,1,0,0
68,1778237324.332,1,0,0
68,1778237324.548,1,0,0
68,1778237324.763,1,0,0
68,1778237324.977,1,0,1
68,1778237325.193,1,0,1
68,1778237325.407,1,0,1
68,1778237325.623,1,0,1
68,1778237325.823,1,0,1
68,1778237326.04,1,0,1
68,1778237326.252,1,0,1
68,1778237326.467,1,0,1
68,1778237326.683,1,0,1
68,1778237326.897,1,0,1
68,1778237327.111,1,0,0
68,1778237327.324,1,0,0
68,1778237327.539,1,0,0
68,1778237327.753,1,0,0
68,1778237327.967,1,0,0
68,1778237328.168,1,0,0
68,1778237328.384,1,0,0
68,1778237328.584,1,0,0
68,1778237328.799,1,0,0
68,1778237329.014,0,0,0
68,1778237329.229,0,0,0
68,1778237329.44,0,0,0
68,1778237329.654,1,0,0
68,1778237329.869,1,0,0
68,1778237330.084,1,0,0
68,1778237330.297,1,0,0
68,1778237330.51,1,0,0
68,1778237330.724,1,0,0
68,1778237330.938,1,0,0
68,1778237331.153,1,0,0
68,1778237331.353,1,0,0
68,1778237331.569,1,0,0
68,1778237331.781,1,0,0
68,1778237331.997,1,0,0
68,1778237332.21,0,0,0
68,1778237332.424,1,0,0
68,1778237332.64,1,0,0
68,1778237332.855,1,0,0
68,1778237333.068,1,0,0
68,1778237333.283,1,0,0
68,1778237333.495,1,0,0
68,1778237333.711,1,0,0
68,1778237333.923,1,0,0
68,1778237334.139,1,0,0
68,1778237334.353,1,0,0
68,1778237334.553,1,0,0
68,1778237334.769,1,0,0
68,1778237334.984,1,0,0
68,1778237335.201,0,0,0
68,1778237335.415,0,0,0
68,1778237335.632,1,0,0
68,1778237335.848,1,0,0
68,1778237336.061,1,0,0
68,1778237336.274,1,0,0
68,1778237336.487,1,0,0
68,1778237336.7,1,0,0
68,1778237336.902,0,0,0
68,1778237337.116,1,0,1
68,1778237337.332,1,0,1
68,1778237337.546,1,0,1
68,1778237337.76,1,0,1
68,1778237337.973,1,0,1
68,1778237338.188,1,0,1
68,1778237338.402,1,0,1
68,1778237338.618,1,0,1
68,1778237338.83,1,0,1
68,1778237339.045,1,0,1
68,1778237339.258,1,0,1
68,1778237339.472,1,0,1
68,1778237339.686,1,0,1
68,1778237339.886,1,0,1
68,1778237340.086,1,0,1
68,1778237340.298,1,0,1
68,1778237340.513,1,0,1
68,1778237340.726,1,0,1
68,1778237340.94,1,0,1
68,1778237341.14,1,0,1
68,1778237341.341,1,0,1
68,1778237341.558,1,0,1
68,1778237341.771,1,0,1
68,1778237341.984,1,0,1
68,1778237342.2,1,0,0
68,1778237342.414,1,0,0
68,1778237342.629,1,0,0
68,1778237342.843,1,0,0
68,1778237343.057,1,0,0
68,1778237343.268,1,0,0
68,1778237343.468,1,0,0
68,1778237343.681,1,0,0
68,1778237343.896,1,0,0
68,1778237344.111,0,0,0
68,1778237344.325,0,0,0
68,1778237344.539,1,0,0
68,1778237344.754,1,0,0
68,1778237344.97,1,0,0
68,1778237345.185,1,0,0
68,1778237345.398,1,0,0
68,1778237345.612,1,0,0
68,1778237345.826,1,0,0
68,1778237346.04,1,0,0
68,1778237346.253,1,0,0
68,1778237346.469,1,0,0
68,1778237346.684,1,0,1
68,1778237346.899,1,0,1
68,1778237347.115,1,0,1
68,1778237347.327,1,0,1
68,1778237347.543,1,0,1
68,1778237347.756,1,0,1
68,1778237347.972,1,0,1
68,1778237348.187,1,0,1
68,1778237348.403,1,0,0
68,1778237348.618,1,0,0
68,1778237348.831,1,0,0
68,1778237349.046,1,0,0
68,1778237349.258,1,0,0
68,1778237349.471,1,0,0
68,1778237349.685,1,0,0
68,1778237349.9,1,0,0
68,1778237350.112,1,0,0
68,1778237350.327,1,0,0
68,1778237350.541,1,0,0
68,1778237350.757,1,0,0
68,1778237350.969,1,0,0
68,1778237351.17,1,0,1
68,1778237351.386,1,0,1
68,1778237351.6,1,0,1
68,1778237351.817,1,0,1
68,1778237352.029,1,0,1
68,1778237352.243,1,0,1
68,1778237352.46,1,0,0
68,1778237352.675,1,0,0
68,1778237352.89,1,0,0
68,1778237353.104,1,0,0
68,1778237353.32,1,0,0
68,1778237353.535,1,0,0
68,1778237353.751,1,0,0
68,1778237353.965,1,0,0
68,1778237354.181,1,0,1
68,1778237354.397,1,0,1
68,1778237354.612,1,0,1
68,1778237354.827,1,0,1
68,1778237355.042,1,0,1
68,1778237355.258,1,0,1
68,1778237355.471,1,0,1
68,1778237355.686,0,0,0
68,1778237355.899,0,0,0
68,1778237356.115,0,0,0
68,1778237356.329,1,0,0
68,1778237356.544,1,0,0
68,1778237356.76,1,0,0
68,1778237356.974,1,0,0
68,1778237357.188,1,0,0
68,1778237357.401,1,0,1
68,1778237357.616,1,0,1
68,1778237357.828,1,0,1
68,1778237358.041,1,0,1
68,1778237358.254,1,0,1
68,1778237358.468,1,0,1
68,1778237358.682,1,0,1
69,1778240302.594,0,0,0
69,1778240302.808,0,0,0
69,1778240303.023,0,0,0
69,1778240303.237,0,0,0
69,1778240303.452,0,0,0
69,1778240303.666,0,0,0
69,1778240303.88,0,0,0
69,1778240304.087,0,0,0
69,1778240304.302,0,0,0
69,1778240304.516,0,0,0
69,1778240304.73,0,0,0
69,1778240304.934,0,0,0
69,1778240305.15,1,0,0
69,1778240305.364,1,0,0
69,1778240305.577,1,0,0
69,1778240305.793,0,0,0
69,1778240306.007,1,0,0
69,1778240306.221,1,0,0
69,1778240306.435,1,0,0
69,1778240306.636,1,0,0
69,1778240306.85,1,0,0
69,1778240307.066,1,0,0
69,1778240307.281,1,0,0
69,1778240307.494,1,0,0
69,1778240307.703,1,0,0
69,1778240307.917,1,0,0
69,1778240308.131,1,0,0
69,1778240308.345,1,0,1
69,1778240308.561,1,0,1
69,1778240308.775,1,0,1
69,1778240308.991,1,0,1
69,1778240309.204,1,0,0
69,1778240309.417,1,0,0
69,1778240309.63,1,0,0
69,1778240309.843,1,0,0
69,1778240310.058,1,0,1
69,1778240310.272,1,0,1
69,1778240310.488,1,0,1
69,1778240310.702,1,0,0
69,1778240310.918,1,0,0
69,1778240311.134,0,0,0
69,1778240311.35,1,0,0
69,1778240311.565,1,0,0
69,1778240311.779,1,0,0
69,1778240311.995,1,0,0
69,1778240312.208,1,0,0
69,1778240312.423,1,0,0
69,1778240312.637,1,0,0
69,1778240312.85,1,0,0
69,1778240313.065,1,0,0
69,1778240313.279,1,0,0
69,1778240313.494,1,0,0
69,1778240313.707,1,0,1
69,1778240313.921,1,0,1
69,1778240314.134,1,0,1
69,1778240314.347,1,0,1
69,1778240314.562,1,0,1
69,1778240314.777,1,0,1
69,1778240314.992,1,0,1
69,1778240315.206,0,0,0
69,1778240315.423,0,0,0
69,1778240315.638,1,0,0
69,1778240315.853,1,0,0
69,1778240316.067,1,0,0
69,1778240316.282,1,0,0
69,1778240316.498,1,0,0
69,1778240316.698,1,0,0
69,1778240316.913,1,0,0
69,1778240317.126,1,0,0
69,1778240317.327,0,0,0
69,1778240317.54,0,0,0
69,1778240317.741,0,0,0
69,1778240317.955,1,0,0
69,1778240318.17,1,0,0
69,1778240318.386,1,0,0
69,1778240318.603,1,0,0
69,1778240318.816,1,0,0
69,1778240319.03,1,0,0
69,1778240319.23,1,0,0
69,1778240319.444,1,0,0
69,1778240319.657,1,0,0
69,1778240319.874,1,0,0
69,1778240320.088,1,0,0
69,1778240320.301,1,0,0
69,1778240320.515,1,0,0
69,1778240320.728,1,0,0
69,1778240320.943,1,0,0
69,1778240321.156,1,0,0
69,1778240321.371,1,0,0
69,1778240321.586,1,0,0
69,1778240321.799,1,0,0
69,1778240322.012,1,0,0
69,1778240322.226,1,0,0
69,1778240322.441,1,0,0
69,1778240322.658,1,0,1
69,1778240322.873,1,0,1
69,1778240323.087,1,0,1
69,1778240323.305,1,0,1
69,1778240323.52,1,0,1
69,1778240323.72,1,0,0
69,1778240323.92,0,0,0
69,1778240324.136,0,0,0
69,1778240324.348,1,0,0
69,1778240324.563,1,0,0
69,1778240324.774,1,0,0
69,1778240324.987,1,0,0
69,1778240325.2,1,0,0
69,1778240325.414,1,0,0
69,1778240325.629,0,0,0
69,1778240325.843,1,0,0
69,1778240326.057,1,0,0
69,1778240326.272,1,0,1
69,1778240326.486,1,0,1
69,1778240326.701,1,0,1
69,1778240326.915,1,0,1
69,1778240327.131,1,0,1
69,1778240327.346,1,0,0
69,1778240327.559,1,0,0
69,1778240327.774,1,0,0
69,1778240327.985,1,0,0
69,1778240328.198,1,0,0
69,1778240328.41,1,0,0
69,1778240328.624,1,0,0
69,1778240328.838,1,0,1
69,1778240329.054,1,0,1
69,1778240329.255,1,0,1
69,1778240329.455,1,0,1
69,1778240329.668,1,0,1
69,1778240329.883,1,0,1
69,1778240330.098,1,0,1
69,1778240330.314,1,0,1
69,1778240330.529,1,0,1
69,1778240330.729,1,0,1
69,1778240330.944,1,0,1
69,1778240331.159,1,0,1
69,1778240331.375,1,0,1
69,1778240331.588,1,0,1
69,1778240331.789,1,0,0
69,1778240332.001,1,0,0
69,1778240332.216,1,0,0
69,1778240332.432,1,0,0
69,1778240332.647,1,0,0
69,1778240332.861,1,0,0
69,1778240333.075,1,0,0
69,1778240333.29,1,0,0
69,1778240333.507,0,0,0
69,1778240333.721,0,0,0
69,1778240333.922,1,0,0
69,1778240334.137,1,0,0
69,1778240334.337,1,0,0
69,1778240334.555,1,0,0
69,1778240334.769,1,0,0
69,1778240334.971,1,0,0
69,1778240335.173,1,0,0
69,1778240335.385,1,0,0
69,1778240335.599,0,0,0
69,1778240335.814,1,0,0
69,1778240336.03,1,0,1
69,1778240336.23,1,0,1
69,1778240336.444,1,0,1
69,1778240336.656,1,0,1
69,1778240336.868,1,0,1
69,1778240337.083,1,0,1
69,1778240337.297,1,0,1
69,1778240337.512,0,0,0
69,1778240337.725,0,0,0
69,1778240337.941,0,0,0
69,1778240338.155,1,0,0
69,1778240338.369,1,0,0
69,1778240338.583,1,0,0
69,1778240338.783,1,0,0
69,1778240338.999,1,0,0
69,1778240339.214,1,0,0
69,1778240339.429,1,0,0
69,1778240339.642,1,0,0
69,1778240339.856,1,0,0
69,1778240340.072,1,0,0
69,1778240340.287,1,0,0
69,1778240340.501,0,0,0
69,1778240340.717,1,0,0
69,1778240340.931,1,0,0
69,1778240341.146,1,0,0
69,1778240341.359,1,0,0
69,1778240341.575,1,0,0
69,1778240341.79,1,0,0
69,1778240342.003,1,0,0
69,1778240342.219,1,0,0
69,1778240342.434,1,0,0
69,1778240342.649,1,0,0
69,1778240342.864,1,0,0
69,1778240343.078,1,0,0
69,1778240343.292,1,0,0
69,1778240343.506,1,0,0
69,1778240343.72,1,0,0
69,1778240343.935,1,0,1
69,1778240344.149,1,0,1
69,1778240344.364,1,0,1
69,1778240344.564,1,0,1
69,1778240344.78,1,0,1
69,1778240344.994,1,0,1
69,1778240345.194,1,0,1
69,1778240345.395,0,0,0
69,1778240345.61,0,0,0
69,1778240345.824,1,0,0
69,1778240346.038,1,0,0
69,1778240346.253,1,0,0
69,1778240346.453,1,0,0
69,1778240346.668,1,0,0
69,1778240346.884,0,0,0
69,1778240347.098,0,0,0
69,1778240347.312,1,0,0
69,1778240347.525,1,0,1
69,1778240347.739,1,0,1
69,1778240347.951,1,0,1
69,1778240348.168,1,0,1
69,1778240348.381,1,0,1
69,1778240348.595,1,0,0
69,1778240348.811,1,0,0
69,1778240349.026,1,0,0
69,1778240349.242,1,0,0
69,1778240349.457,1,0,0
69,1778240349.672,1,0,0
69,1778240349.873,1,0,0
69,1778240350.086,1,0,0
69,1778240350.297,1,0,0
69,1778240350.513,1,0,0
69,1778240350.713,1,0,0
69,1778240350.914,1,0,0
69,1778240351.131,1,0,0
69,1778240351.331,1,0,0
69,1778240351.531,1,0,1
69,1778240351.746,1,0,1
69,1778240351.962,1,0,1
69,1778240352.177,1,0,1
69,1778240352.39,1,0,1
69,1778240352.606,1,0,1
69,1778240352.818,1,0,1
69,1778240353.033,1,0,1
69,1778240353.248,1,0,1
69,1778240353.462,1,0,0
69,1778240353.678,1,0,0
69,1778240353.892,1,0,0
69,1778240354.108,1,0,0
69,1778240354.323,1,0,0
69,1778240354.524,1,0,0
69,1778240354.738,1,0,0
69,1778240354.951,1,0,0
69,1778240355.151,1,0,0
69,1778240355.366,0,0,0
69,1778240355.582,0,0,0
69,1778240355.797,0,0,0
69,1778240356.011,0,0,0
69,1778240356.226,1,0,0
69,1778240356.442,1,0,0
69,1778240356.657,1,0,0
69,1778240356.857,1,0,0
69,1778240357.069,1,0,0
69,1778240357.285,1,0,0
69,1778240357.5,1,0,0
69,1778240357.7,1,0,0
69,1778240357.916,1,0,0
69,1778240358.13,1,0,0
69,1778240358.331,1,0,0
69,1778240358.543,1,0,0
69,1778240358.759,1,0,0
69,1778240358.975,1,0,0
69,1778240359.19,1,0,0
69,1778240359.405,1,0,0
69,1778240359.62,1,0,0
69,1778240359.835,1,0,0
69,1778240360.05,1,0,0
69,1778240360.264,1,0,0
