race_id,timestamp,gap_progress
67,1778237027.424,0.0
67,1778237027.639,0.0
67,1778237027.853,0.0
67,1778237028.054,0.0
67,1778237028.271,0.0
67,1778237028.487,0.0
67,1778237028.688,0.0
67,1778237028.889,0.0
67,1778237029.09,0.0
67,1778237029.29,0.0
67,1778237029.505,0.0
67,1778237029.719,0.0
67,1778237029.921,0.0
67,1778237030.136,0.0
67,1778237030.338,0.0
67,1778237030.542,0.0
67,1778237030.742,0.0
67,1778237030.944,0.0
67,1778237031.144,0.0
67,1778237031.345,0.0
67,1778237031.549,0.0
67,1778237031.75,0.0
67,1778237031.953,0.0
67,1778237032.167,0.0
67,1778237032.369,0.0
67,1778237032.572,0.0
67,1778237032.786,0.0
67,1778237033.001,0.0
67,1778237033.216,0.0
67,1778237033.43,0.0
67,1778237033.645,0.0
67,1778237033.859,0.0
67,1778237034.061,0.0
67,1778237034.275,0.0
67,1778237034.49,0.0
67,1778237034.693,0.0
67,1778237034.896,0.0
67,1778237035.111,0.0
67,1778237035.312,0.0
67,1778237035.527,0.0
67,1778237035.741,0.0
67,1778237035.941,0.0
67,1778237036.141,0.0
67,1778237036.343,0.0
67,1778237036.558,0.0
67,1778237036.776,0.0
67,1778237036.992,0.0
67,1778237037.194,0.0
67,1778237037.41,0.0
67,1778237037.624,0.0
67,1778237037.826,0.0
67,1778237038.039,0.0
67,1778237038.239,0.0
67,1778237038.441,0.0
67,1778237038.656,0.0
67,1778237038.858,0.0
67,1778237039.072,0.0
67,1778237039.275,0.0
67,1778237039.491,0.0
67,1778237039.706,0.0
67,1778237039.92,0.0
67,1778237040.136,0.0
67,1778237040.351,0.0
67,1778237040.567,0.0
67,1778237040.783,0.0
67,1778237040.998,0.0
67,1778237041.2,0.0
67,1778237041.416,0.0
67,1778237041.617,0.0
67,1778237041.833,0.0
67,1778237042.05,0.0
67,1778237042.251,0.0
67,1778237042.453,0.0
67,1778237042.655,0.0
67,1778237042.871,0.0
67,1778237043.087,0.0
67,1778237043.289,0.0
67,1778237043.489,0.0
67,1778237043.704,0.0
67,1778237043.92,0.0
67,1778237044.122,0.0
67,1778237044.325,0.0
67,1778237044.541,0.0
67,1778237044.744,0.0
67,1778237044.96,0.0
67,1778237045.176,0.0
67,1778237045.377,0.0
67,1778237045.592,0.0
67,1778237045.806,0.0
67,1778237046.007,0.0
67,1778237046.222,0.0
67,1778237046.438,0.0
67,1778237046.655,0.0
67,1778237046.857,0.0
67,1778237047.059,0.0
67,1778237047.259,0.0
67,1778237047.475,0.0
67,1778237047.691,0.0
67,1778237047.907,0.0
67,1778237048.109,0.0
67,1778237048.312,0.0
67,1778237048.528,0.0
67,1778237048.732,0.0
67,1778237048.935,0.0
67,1778237049.152,0.0
67,1778237049.353,0.0
67,1778237049.554,0.0
67,1778237049.769,0.0
67,1778237049.984,0.0
67,1778237050.2,0.0
67,1778237050.415,0.0
67,1778237050.629,0.0
67,1778237050.843,0.0
67,1778237051.061,0.0
67,1778237051.276,0.0
67,1778237051.478,0.0
67,1778237051.693,0.0
67,1778237051.893,0.0
67,1778237052.094,0.0
67,1778237052.297,0.0
67,1778237052.513,0.0
67,1778237052.728,0.0
67,1778237052.929,0.0
67,1778237053.13,0.0
67,1778237053.345,0.0
67,1778237053.561,0.0
67,1778237053.776,0.0
67,1778237053.976,0.0
67,1778237054.191,0.0
67,1778237054.406,0.0
67,1778237054.62,0.0
67,1778237054.835,0.0
67,1778237055.035,0.0
67,1778237055.249,0.0
67,1778237055.464,0.0
67,1778237055.68,0.0
67,1778237055.896,0.0
67,1778237056.112,0.0
67,1778237056.312,0.0
67,1778237056.529,0.0
67,1778237056.745,0.0
67,1778237056.947,0.0
67,1778237057.163,0.0
67,1778237057.378,0.0
67,1778237057.593,0.0
67,1778237057.793,0.0
67,1778237057.996,0.0
67,1778237058.211,0.0
67,1778237058.427,0.0
67,1778237058.641,0.0
67,1778237058.842,0.0
67,1778237059.057,0.0
67,1778237059.271,0.0
67,1778237059.486,0.0
67,1778237059.703,0.0
67,1778237059.903,0.0
67,1778237060.104,0.0
67,1778237060.317,0.0
67,1778237060.52,0.0
67,1778237060.735,0.0
67,1778237060.936,0.0
67,1778237061.137,0.0
67,1778237061.351,0.0
67,1778237061.554,0.0
67,1778237061.77,0.0
67,1778237061.972,0.0
67,1778237062.188,0.0
67,1778237062.388,0.0
67,1778237062.603,0.0
67,1778237062.817,0.0
67,1778237063.033,0.0
67,1778237063.234,0.0
67,1778237063.435,0.0
67,1778237063.636,0.0
67,1778237063.836,0.0
67,1778237064.037,0.0
67,1778237064.254,0.0
67,1778237064.47,0.0
67,1778237064.67,0.0
67,1778237064.871,0.0
67,1778237065.072,0.0
67,1778237065.288,0.0
67,1778237065.503,0.0
67,1778237065.704,0.0
67,1778237065.906,0.0
67,1778237066.121,0.0
67,1778237066.322,0.0
67,1778237066.537,0.0
67,1778237066.753,0.0
67,1778237066.969,0.0
67,1778237067.184,0.0
67,1778237067.385,0.0
67,1778237067.602,0.0
67,1778237067.818,0.0
67,1778237068.036,0.0
67,1778237068.237,0.0
67,1778237068.439,0.0
67,1778237068.654,0.0
67,1778237068.87,0.0
67,1778237069.085,0.0
67,1778237069.299,0.0
67,1778237069.514,0.0
67,1778237069.715,0.0
67,1778237069.915,0.0
67,1778237070.117,0.0
67,1778237070.318,0.0
67,1778237070.519,0.0
67,1778237070.72,0.0
67,1778237070.936,0.0
67,1778237071.138,0.0
67,1778237071.354,0.0
67,1778237071.57,0.0
67,1778237071.772,0.0
67,1778237071.973,0.0
67,1778237072.174,0.0
67,1778237072.376,0.0
67,1778237072.591,0.0
67,1778237072.808,0.0
67,1778237073.024,0.0
67,1778237073.239,0.0
67,1778237073.439,0.0
67,1778237073.652,0.0
67,1778237073.853,0.0
67,1778237074.068,0.0
67,1778237074.284,0.0
67,1778237074.5,0.0
68,1778237287.237,0.0
68,1778237287.451,0.0
68,1778237287.666,0.0
68,1778237287.866,0.0
68,1778237288.073,0.0
68,1778237288.288,0.0
68,1778237288.504,0.0
68,1778237288.719,0.0
68,1778237288.933,0.0
68,1778237289.149,0.0
68,1778237289.364,0.0
68,1778237289.58,3.0
68,1778237289.794,3.0
68,1778237290.01,3.0
68,1778237290.225,2.0
68,1778237290.44,2.0
68,1778237290.641,2.0
68,1778237290.858,2.0
68,1778237291.059,1.0
68,1778237291.261,2.0
68,1778237291.475,2.0
68,1778237291.69,2.0
68,1778237291.906,0.0
68,1778237292.12,0.0
68,1778237292.335,1.0
68,1778237292.535,1.0
68,1778237292.751,1.0
68,1778237292.965,1.0
68,1778237293.179,1.0
68,1778237293.394,0.0
68,1778237293.594,0.0
68,1778237293.808,1.0
68,1778237294.023,1.0
68,1778237294.239,0.0
68,1778237294.454,1.0
68,1778237294.669,1.0
68,1778237294.87,1.0
68,1778237295.084,1.0
68,1778237295.285,0.0
68,1778237295.5,0.0
68,1778237295.714,1.0
68,1778237295.93,1.0
68,1778237296.144,0.0
68,1778237296.36,1.0
68,1778237296.576,1.0
68,1778237296.777,0.0
68,1778237296.991,0.0
68,1778237297.207,1.0
68,1778237297.408,0.0
68,1778237297.624,0.0
68,1778237297.84,0.0
68,1778237298.054,0.0
68,1778237298.268,1.0
68,1778237298.485,0.0
68,1778237298.686,0.0
68,1778237298.902,1.0
68,1778237299.116,1.0
68,1778237299.331,1.0
68,1778237299.546,0.0
68,1778237299.761,0.0
68,1778237299.975,0.0
68,1778237300.19,0.0
68,1778237300.405,0.0
68,1778237300.62,0.0
68,1778237300.835,0.0
68,1778237301.05,0.0
68,1778237301.266,0.0
68,1778237301.48,0.0
68,1778237301.695,0.0
68,1778237301.909,0.0
68,1778237302.124,0.0
68,1778237302.339,0.0
68,1778237302.554,0.0
68,1778237302.77,0.0
68,1778237302.986,0.0
68,1778237303.2,0.0
68,1778237303.416,1.0
68,1778237303.628,3.0
68,1778237303.844,3.0
68,1778237304.045,0.0
68,1778237304.259,0.0
68,1778237304.472,0.0
68,1778237304.687,0.0
68,1778237304.901,0.0
68,1778237305.102,0.0
68,1778237305.316,0.0
68,1778237305.53,0.0
68,1778237305.745,0.0
68,1778237305.959,0.0
68,1778237306.173,0.0
68,1778237306.387,0.0
68,1778237306.601,0.0
68,1778237306.815,0.0
68,1778237307.028,0.0
68,1778237307.244,0.0
68,1778237307.456,0.0
68,1778237307.671,0.0
68,1778237307.884,0.0
68,1778237308.099,0.0
68,1778237308.314,0.0
68,1778237308.527,0.0
68,1778237308.742,0.0
68,1778237308.957,0.0
68,1778237309.172,0.0
68,1778237309.373,0.0
68,1778237309.587,0.0
68,1778237309.802,0.0
68,1778237310.018,0.0
68,1778237310.233,0.0
68,1778237310.447,0.0
68,1778237310.661,0.0
68,1778237310.875,0.0
68,1778237311.09,1.0
68,1778237311.304,1.0
68,1778237311.52,0.0
68,1778237311.736,0.0
68,1778237311.951,0.0
68,1778237312.165,0.0
68,1778237312.38,0.0
68,1778237312.595,1.0
68,1778237312.809,0.0
68,1778237313.024,1.0
68,1778237313.238,1.0
68,1778237313.452,2.0
68,1778237313.668,2.0
68,1778237313.883,2.0
68,1778237314.096,2.0
68,1778237314.308,2.0
68,1778237314.523,3.0
68,1778237314.738,3.0
68,1778237314.951,3.0
68,1778237315.167,3.0
68,1778237315.381,3.0
68,1778237315.582,4.0
68,1778237315.798,0.0
68,1778237316.015,0.0
68,1778237316.215,0.0
68,1778237316.415,0.0
68,1778237316.631,0.0
68,1778237316.832,0.0
68,1778237317.046,4.0
68,1778237317.262,4.0
68,1778237317.477,3.0
68,1778237317.691,3.0
68,1778237317.905,3.0
68,1778237318.121,4.0
68,1778237318.335,4.0
68,1778237318.549,3.0
68,1778237318.765,4.0
68,1778237318.981,4.0
68,1778237319.195,4.0
68,1778237319.411,0.0
68,1778237319.624,3.0
68,1778237319.84,4.0
68,1778237320.052,4.0
68,1778237320.266,4.0
68,1778237320.482,5.0
68,1778237320.695,4.0
68,1778237320.91,4.0
68,1778237321.124,4.0
68,1778237321.339,5.0
68,1778237321.549,4.0
68,1778237321.763,4.0
68,1778237321.976,4.0
68,1778237322.186,4.0
68,1778237322.402,4.0
68,1778237322.616,4.0
68,1778237322.83,3.0
68,1778237323.044,3.0
68,1778237323.259,4.0
68,1778237323.474,4.0
68,1778237323.689,3.0
68,1778237323.902,3.0
68,1778237324.118,3.0
68,1778237324.332,2.0
68,1778237324.548,2.0
68,1778237324.763,2.0
68,1778237324.977,2.0
68,1778237325.193,2.0
68,1778237325.407,2.0
68,1778237325.623,2.0
68,1778237325.823,2.0
68,1778237326.04,2.0
68,1778237326.252,3.0
68,1778237326.467,3.0
68,1778237326.683,2.0
68,1778237326.897,2.0
68,1778237327.111,2.0
68,1778237327.324,3.0
68,1778237327.539,4.0
68,1778237327.753,3.0
68,1778237327.967,3.0
68,1778237328.168,3.0
68,1778237328.384,3.0
68,1778237328.584,8.0
68,1778237328.799,2.0
68,1778237329.014,2.0
68,1778237329.229,3.0
68,1778237329.44,3.0
68,1778237329.654,3.0
68,1778237329.869,3.0
68,1778237330.084,3.0
68,1778237330.297,3.0
68,1778237330.51,3.0
68,1778237330.724,3.0
68,1778237330.938,3.0
68,1778237331.153,3.0
68,1778237331.353,4.0
68,1778237331.569,4.0
68,1778237331.781,3.0
68,1778237331.997,3.0
68,1778237332.21,3.0
68,1778237332.424,3.0
68,1778237332.64,2.0
68,1778237332.855,3.0
68,1778237333.068,3.0
68,1778237333.283,3.0
68,1778237333.495,2.0
68,1778237333.711,2.0
68,1778237333.923,2.0
68,1778237334.139,2.0
68,1778237334.353,2.0
68,1778237334.553,2.0
68,1778237334.769,2.0
68,1778237334.984,2.0
68,1778237335.201,3.0
68,1778237335.415,3.0
68,1778237335.632,3.0
68,1778237335.848,21.0
68,1778237336.061,1.0
68,1778237336.274,1.0
68,1778237336.487,3.0
68,1778237336.7,4.0
68,1778237336.902,4.0
68,1778237337.116,4.0
68,1778237337.332,4.0
68,1778237337.546,5.0
68,1778237337.76,5.0
68,1778237337.973,5.0
68,1778237338.188,4.0
68,1778237338.402,0.0
68,1778237338.618,3.0
68,1778237338.83,3.0
68,1778237339.045,2.0
68,1778237339.258,2.0
68,1778237339.472,2.0
68,1778237339.686,2.0
68,1778237339.886,2.0
68,1778237340.086,2.0
68,1778237340.298,2.0
68,1778237340.513,2.0
68,1778237340.726,0.0
68,1778237340.94,0.0
68,1778237341.14,1.0
68,1778237341.341,1.0
68,1778237341.558,1.0
68,1778237341.771,0.0
68,1778237341.984,0.0
68,1778237342.2,1.0
68,1778237342.414,1.0
68,1778237342.629,1.0
68,1778237342.843,1.0
68,1778237343.057,1.0
68,1778237343.268,1.0
68,1778237343.468,1.0
68,1778237343.681,0.0
68,1778237343.896,0.0
68,1778237344.111,1.0
68,1778237344.325,0.0
68,1778237344.539,0.0
68,1778237344.754,1.0
68,1778237344.97,1.0
68,1778237345.185,0.0
68,1778237345.398,0.0
68,1778237345.612,1.0
68,1778237345.826,0.0
68,1778237346.04,0.0
68,1778237346.253,0.0
68,1778237346.469,0.0
68,1778237346.684,1.0
68,1778237346.899,0.0
68,1778237347.115,0.0
68,1778237347.327,1.0
68,1778237347.543,1.0
68,1778237347.756,1.0
68,1778237347.972,3.0
68,1778237348.187,0.0
68,1778237348.403,0.0
68,1778237348.618,0.0
68,1778237348.831,0.0
68,1778237349.046,0.0
68,1778237349.258,0.0
68,1778237349.471,0.0
68,1778237349.685,0.0
68,1778237349.9,0.0
68,1778237350.112,5.0
68,1778237350.327,0.0
68,1778237350.541,0.0
68,1778237350.757,0.0
68,1778237350.969,0.0
68,1778237351.17,0.0
68,1778237351.386,0.0
68,1778237351.6,0.0
68,1778237351.817,1.0
68,1778237352.029,1.0
68,1778237352.243,3.0
68,1778237352.46,0.0
68,1778237352.675,0.0
68,1778237352.89,0.0
68,1778237353.104,0.0
68,1778237353.32,0.0
68,1778237353.535,0.0
68,1778237353.751,0.0
68,1778237353.965,0.0
68,1778237354.181,0.0
68,1778237354.397,1.0
68,1778237354.612,0.0
68,1778237354.827,0.0
68,1778237355.042,0.0
68,1778237355.258,0.0
68,1778237355.471,0.0
68,1778237355.686,0.0
68,1778237355.899,0.0
68,1778237356.115,0.0
68,1778237356.329,0.0
68,1778237356.544,0.0
68,1778237356.76,0.0
68,1778237356.974,0.0
68,1778237357.188,0.0
68,1778237357.401,0.0
68,1778237357.616,0.0
68,1778237357.828,0.0
68,1778237358.041,0.0
68,1778237358.254,0.0
68,1778237358.468,0.0
68,1778237358.682,0.0
69,1778240302.594,0.0
69,1778240302.808,0.0
69,1778240303.023,0.0
69,1778240303.237,0.0
69,1778240303.452,0.0
69,1778240303.666,0.0
69,1778240303.88,0.0
69,1778240304.087,0.0
69,1778240304.302,0.0
69,1778240304.516,0.0
69,1778240304.73,0.0
69,1778240304.934,0.0
69,1778240305.15,0.0
69,1778240305.364,0.0
69,1778240305.577,3.0
69,1778240305.793,3.0
69,1778240306.007,2.0
69,1778240306.221,2.0
69,1778240306.435,2.0
69,1778240306.636,3.0
69,1778240306.85,2.0
69,1778240307.066,2.0
69,1778240307.281,2.0
69,1778240307.494,0.0
69,1778240307.703,0.0
69,1778240307.917,0.0
69,1778240308.131,1.0
69,1778240308.345,1.0
69,1778240308.561,1.0
69,1778240308.775,1.0
69,1778240308.991,0.0
69,1778240309.204,1.0
69,1778240309.417,1.0
69,1778240309.63,1.0
69,1778240309.843,1.0
69,1778240310.058,1.0
69,1778240310.272,1.0
69,1778240310.488,1.0
69,1778240310.702,1.0
69,1778240310.918,1.0
69,1778240311.134,1.0
69,1778240311.35,1.0
69,1778240311.565,1.0
69,1778240311.779,1.0
69,1778240311.995,1.0
69,1778240312.208,0.0
69,1778240312.423,1.0
69,1778240312.637,1.0
69,1778240312.85,1.0
69,1778240313.065,0.0
69,1778240313.279,0.0
69,1778240313.494,1.0
69,1778240313.707,0.0
69,1778240313.921,0.0
69,1778240314.134,0.0
69,1778240314.347,1.0
69,1778240314.562,0.0
69,1778240314.777,0.0
69,1778240314.992,0.0
69,1778240315.206,0.0
69,1778240315.423,0.0
69,1778240315.638,0.0
69,1778240315.853,0.0
69,1778240316.067,0.0
69,1778240316.282,0.0
69,1778240316.498,0.0
69,1778240316.698,0.0
69,1778240316.913,5.0
69,1778240317.126,0.0
69,1778240317.327,0.0
69,1778240317.54,0.0
69,1778240317.741,0.0
69,1778240317.955,0.0
69,1778240318.17,0.0
69,1778240318.386,1.0
69,1778240318.603,1.0
69,1778240318.816,2.0
69,1778240319.03,1.0
69,1778240319.23,1.0
69,1778240319.444,1.0
69,1778240319.657,1.0
69,1778240319.874,1.0
69,1778240320.088,3.0
69,1778240320.301,1.0
69,1778240320.515,1.0
69,1778240320.728,1.0
69,1778240320.943,1.0
69,1778240321.156,1.0
69,1778240321.371,1.0
69,1778240321.586,1.0
69,1778240321.799,1.0
69,1778240322.012,1.0
69,1778240322.226,1.0
69,1778240322.441,2.0
69,1778240322.658,1.0
69,1778240322.873,1.0
69,1778240323.087,1.0
69,1778240323.305,1.0
69,1778240323.52,0.0
69,1778240323.72,0.0
69,1778240323.92,1.0
69,1778240324.136,1.0
69,1778240324.348,1.0
69,1778240324.563,1.0
69,1778240324.774,1.0
69,1778240324.987,0.0
69,1778240325.2,0.0
69,1778240325.414,0.0
69,1778240325.629,0.0
69,1778240325.843,1.0
69,1778240326.057,1.0
69,1778240326.272,1.0
69,1778240326.486,1.0
69,1778240326.701,1.0
69,1778240326.915,1.0
69,1778240327.131,1.0
69,1778240327.346,0.0
69,1778240327.559,0.0
69,1778240327.774,1.0
69,1778240327.985,1.0
69,1778240328.198,2.0
69,1778240328.41,2.0
69,1778240328.624,3.0
69,1778240328.838,2.0
69,1778240329.054,1.0
69,1778240329.255,1.0
69,1778240329.455,1.0
69,1778240329.668,1.0
69,1778240329.883,1.0
69,1778240330.098,1.0
69,1778240330.314,0.0
69,1778240330.529,0.0
69,1778240330.729,0.0
69,1778240330.944,1.0
69,1778240331.159,1.0
69,1778240331.375,1.0
69,1778240331.588,0.0
69,1778240331.789,0.0
69,1778240332.001,0.0
69,1778240332.216,0.0
69,1778240332.432,0.0
69,1778240332.647,0.0
69,1778240332.861,0.0
69,1778240333.075,0.0
69,1778240333.29,0.0
69,1778240333.507,0.0
69,1778240333.721,0.0
69,1778240333.922,0.0
69,1778240334.137,0.0
69,1778240334.337,0.0
69,1778240334.555,0.0
69,1778240334.769,0.0
69,1778240334.971,0.0
69,1778240335.173,0.0
69,1778240335.385,0.0
69,1778240335.599,0.0
69,1778240335.814,0.0
69,1778240336.03,0.0
69,1778240336.23,0.0
69,1778240336.444,0.0
69,1778240336.656,0.0
69,1778240336.868,0.0
69,1778240337.083,0.0
69,1778240337.297,0.0
69,1778240337.512,0.0
69,1778240337.725,0.0
69,1778240337.941,0.0
69,1778240338.155,0.0
69,1778240338.369,0.0
69,1778240338.583,0.0
69,1778240338.783,0.0
69,1778240338.999,0.0
69,1778240339.214,0.0
69,1778240339.429,0.0
69,1778240339.642,0.0
69,1778240339.856,0.0
69,1778240340.072,0.0
69,1778240340.287,0.0
69,1778240340.501,0.0
69,1778240340.717,0.0
69,1778240340.931,0.0
69,1778240341.146,0.0
69,1778240341.359,0.0
69,1778240341.575,0.0
69,1778240341.79,1.0
69,1778240342.003,0.0
69,1778240342.219,0.0
69,1778240342.434,0.0
69,1778240342.649,0.0
69,1778240342.864,0.0
69,1778240343.078,0.0
69,1778240343.292,0.0
69,1778240343.506,0.0
69,1778240343.72,0.0
69,1778240343.935,0.0
69,1778240344.149,0.0
69,1778240344.364,0.0
69,1778240344.564,0.0
69,1778240344.78,0.0
69,1778240344.994,0.0
69,1778240345.194,0.0
69,1778240345.395,0.0
69,1778240345.61,0.0
69,1778240345.824,0.0
69,1778240346.038,0.0
69,1778240346.253,0.0
69,1778240346.453,0.0
69,1778240346.668,0.0
69,1778240346.884,0.0
69,1778240347.098,0.0
69,1778240347.312,0.0
69,1778240347.525,0.0
69,1778240347.739,0.0
69,1778240347.951,0.0
69,1778240348.168,0.0
69,1778240348.381,0.0
69,1778240348.595,0.0
69,1778240348.811,0.0
69,1778240349.026,0.0
69,1778240349.242,0.0
69,1778240349.457,0.0
69,1778240349.672,0.0
69,1778240349.873,0.0
69,1778240350.086,0.0
69,1778240350.297,0.0
69,1778240350.513,0.0
69,1778240350.713,0.0
69,1778240350.914,0.0
69,1778240351.131,0.0
69,1778240351.331,0.0
69,1778240351.531,0.0
69,1778240351.746,0.0
69,1778240351.962,0.0
69,1778240352.177,0.0
69,1778240352.39,0.0
69,1778240352.606,0.0
69,1778240352.818,0.0
69,1778240353.033,0.0
69,1778240353.248,0.0
69,1778240353.462,0.0
69,1778240353.678,0.0
69,1778240353.892,0.0
69,1778240354.108,0.0
69,1778240354.323,0.0
69,1778240354.524,0.0
69,1778240354.738,0.0
69,1778240354.951,0.0
69,1778240355.151,0.0
69,1778240355.366,0.0
69,1778240355.582,0.0
69,1778240355.797,0.0
69,1778240356.011,0.0
69,1778240356.226,0.0
69,1778240356.442,0.0
69,1778240356.657,0.0
69,1778240356.857,0.0
69,1778240357.069,0.0
69,1778240357.285,0.0
69,1778240357.5,0.0
69,1778240357.7,0.0
69,1778240357.916,0.0
69,1778240358.13,0.0
69,1778240358.331,0.0
69,1778240358.543,0.0
69,1778240358.759,0.0
69,1778240358.975,0.0
69,1778240359.19,0.0
69,1778240359.405,0.0
69,1778240359.62,0.0
69,1778240359.835,0.0
69,1778240360.05,0.0
69,1778240360.264,0.0
69,1778240360.479,0.0
69,1778240360.691,0.0
69,1778240360.906,0.0
69,1778240361.119,0.0
69,1778240361.334,0.0
69,1778240361.549,0.0
69,1778240361.763,0.0
69,1778240361.976,0.0
69,1778240362.192,0.0
69,1778240362.406,0.0
69,1778240362.62,0.0
69,1778240362.835,0.0
69,1778240363.051,0.0
69,1778240363.264,0.0
69,1778240363.476,0.0
69,1778240363.689,0.0
69,1778240363.902,0.0
69,1778240364.116,0.0
69,1778240364.33,0.0
69,1778240364.531,0.0
69,1778240364.731,0.0
69,1778240364.931,0.0
69,1778240365.146,0.0
69,1778240365.36,0.0
69,1778240365.56,0.0
69,1778240365.775,0.0
69,1778240365.992,0.0
69,1778240366.204,0.0
69,1778240366.419,0.0
69,1778240366.634,0.0
69,1778240366.848,0.0
69,1778240367.061,0.0
69,1778240367.276,0.0
69,1778240367.488,0.0
69,1778240367.689,0.0
69,1778240367.904,0.0
69,1778240368.119,0.0
69,1778240368.333,15.0
69,1778240368.547,0.0
69,1778240368.762,0.0
69,1778240368.976,0.0
69,1778240369.193,0.0
69,1778240369.409,0.0
69,1778240369.625,0.0
69,1778240369.84,0.0
69,1778240370.054,0.0
69,1778240370.268,0.0
69,1778240370.483,0.0
69,1778240370.699,0.0
70,1778240944.883,0.0
70,1778240945.097,0.0
70,1778240945.31,0.0
70,1778240945.524,0.0
70,1778240945.735,0.0
70,1778240945.949,0.0
70,1778240946.164,0.0
70,1778240946.378,0.0
70,1778240946.578,0.0
70,1778240946.792,0.0
70,1778240947.003,0.0
70,1778240947.216,0.0
70,1778240947.43,0.0
70,1778240947.646,0.0
70,1778240947.859,0.0
70,1778240948.074,0.0
70,1778240948.287,3.0
70,1778240948.501,3.0
70,1778240948.713,3.0
70,1778240948.928,2.0
70,1778240949.141,3.0
70,1778240949.355,3.0
70,1778240949.567,2.0
70,1778240949.784,2.0
70,1778240949.998,2.0
70,1778240950.212,2.0
70,1778240950.426,2.0
70,1778240950.627,0.0
70,1778240950.839,0.0
70,1778240951.052,1.0
70,1778240951.267,1.0
70,1778240951.48,1.0
70,1778240951.694,2.0
70,1778240951.908,1.0
70,1778240952.121,1.0
70,1778240952.335,2.0
70,1778240952.548,2.0
70,1778240952.761,1.0
70,1778240952.974,1.0
70,1778240953.187,1.0
70,1778240953.402,2.0
70,1778240953.615,2.0
70,1778240953.831,1.0
70,1778240954.042,2.0
70,1778240954.258,2.0
70,1778240954.475,1.0
70,1778240954.689,1.0
70,1778240954.905,1.0
70,1778240955.119,1.0
70,1778240955.331,1.0
70,1778240955.546,1.0
70,1778240955.761,1.0
70,1778240955.978,0.0
70,1778240956.192,1.0
70,1778240956.404,1.0
70,1778240956.618,1.0
70,1778240956.833,2.0
70,1778240957.049,1.0
70,1778240957.263,1.0
70,1778240957.479,1.0
70,1778240957.693,1.0
70,1778240957.908,1.0
70,1778240958.121,0.0
70,1778240958.337,0.0
70,1778240958.538,0.0
70,1778240958.751,0.0
70,1778240958.964,0.0
70,1778240959.179,1.0
70,1778240959.381,1.0
70,1778240959.581,1.0
70,1778240959.796,1.0
70,1778240960.011,2.0
70,1778240960.212,1.0
70,1778240960.427,1.0
70,1778240960.642,1.0
70,1778240960.856,6.0
70,1778240961.07,1.0
70,1778240961.284,1.0
70,1778240961.495,2.0
70,1778240961.71,2.0
70,1778240961.923,1.0
70,1778240962.139,1.0
70,1778240962.353,1.0
70,1778240962.569,1.0
70,1778240962.769,1.0
70,1778240962.972,4.0
70,1778240963.188,1.0
70,1778240963.403,1.0
70,1778240963.604,1.0
70,1778240963.82,0.0
70,1778240964.036,1.0
70,1778240964.24,1.0
70,1778240964.453,1.0
70,1778240964.655,1.0
70,1778240964.859,1.0
